 -2.73         0.84         3.55         5.32        10.72         1.05         -9.4         7.37           -1       -13.43         3.99         6.91        -1.78         5.93         1.99        -2.73         -6.4        -7.47        -5.31        -0.96        -4.21        -5.92         -3.8        -1.68      3.11473
 -5.61         1.53         5.88         6.34        11.48         1.77       -10.48         4.88        -2.84       -14.36          5.7         6.75        -5.22         8.06         2.03        -2.91        -7.62        -8.42         -5.5        -0.96        -5.44        -7.65        -4.93        -1.69      3.12033
 -6.82         1.84         7.37         8.01        12.06         3.17       -11.01         2.17        -5.67       -12.83         7.08         4.23        -6.71         8.31          2.1        -3.09        -8.51        -9.19        -5.81        -0.91        -6.69        -9.07        -5.88        -1.66       3.1193
 -9.39            3         8.32        11.23        13.56         4.71       -13.14        -0.38        -7.47       -10.16         7.77         1.72        -8.23        10.09          2.1        -3.11        -9.61       -10.15        -6.15        -1.23        -7.57         -9.8        -6.21        -0.74      3.12699
 -11.25         4.94        11.68        13.94        14.32         7.01       -13.74        -3.51        -9.65        -8.32         9.88         1.04       -10.78         12.8         2.13        -3.64       -10.62       -10.98        -6.52        -1.12        -8.37        -9.98        -6.36        -0.04      3.10986
 -11.65         6.14        13.38        14.25        13.22         9.31       -13.17        -4.82       -12.84        -5.87        13.21         0.62       -13.33        14.23         2.05        -3.93       -10.78        -11.1        -6.73        -1.19        -9.07       -10.44         -6.5         0.67      3.12528
 -12.54         8.37        13.39        14.35        10.57         9.59        -13.1        -7.58       -14.07        -2.43        13.49        -2.49       -14.01        12.75         2.16        -4.06       -11.08       -11.15        -6.44        -1.21        -9.38       -10.28        -6.53          0.4      3.11566
 -11.54         8.87        14.86        12.83        12.78        11.75        -12.3       -10.09       -13.17        -2.38         12.7        -5.67       -13.29        10.24         2.01        -4.29       -10.95       -11.09        -6.98        -1.35        -9.54       -10.61        -6.73         0.18      3.12035
 -10.97        10.06        12.56         9.41        13.47        13.99       -10.57        -13.1       -13.03        -1.02        10.68        -8.64       -10.84         9.44         2.03        -4.09       -10.34       -10.79        -7.61        -1.41        -9.77       -11.11        -7.14        -0.08      3.12624
 -9.77         12.2        10.68         7.94        14.69        13.92        -8.36       -14.02       -12.83        -0.08          7.3        -9.85        -8.45         9.29         2.11        -4.14        -9.93       -10.51        -7.87         -1.3        -9.71       -11.45         -7.6        -0.43      3.13739
 -8.6        12.58         9.13         5.22        14.21        12.76        -4.88       -13.19       -12.51         1.95         4.04       -12.11        -6.54          6.6         2.07        -3.97        -9.17         -9.9        -7.96        -1.32        -9.42       -11.58        -7.88        -1.34       3.1299
 -6.47        14.64         8.96          4.2        13.34        11.13        -4.64       -10.27       -12.45         4.12         2.94       -12.67        -6.13         4.33         2.11        -4.29        -9.07        -9.75        -7.59        -1.21        -8.76        -11.1        -7.48        -1.87      3.11187
 -3.71        14.32          7.3         1.44        11.09         9.95        -3.75        -8.11       -11.15         4.64         2.61       -14.61        -5.31         3.23         2.02        -4.19        -7.85        -8.59        -7.13        -1.26         -8.1       -10.73        -7.16        -2.23      3.12126
 -1.18        14.06         3.86         1.23        10.37         7.61         -0.4        -5.19        -7.83         6.67        -0.17       -13.86        -3.31         1.15         1.96        -3.91         -6.6        -7.64        -7.18        -1.25        -6.23        -8.79        -5.67        -2.52      3.13364
 5.3        -13.1          5.6        -14.8        -11.5          6.4          9.2          3.7         -0.5        -11.3        -14.3          5.6        -10.4         -0.5         1.96        -1.79         1.38         1.71        -4.74        -1.06        -4.74        -9.72        -8.31        -7.48       3.1464
 4.46        -9.76         6.44       -12.73       -13.44         3.14          6.2         6.17        -1.35        -9.11       -13.57         6.89       -10.02         1.75         1.94        -2.19         0.28         0.87        -3.37           -1        -4.16        -8.95        -7.72        -7.05      3.10716
 2.4        -6.58         8.49       -12.54       -14.19         0.66            4          6.3        -1.72        -7.99       -12.48         9.67        -7.08         4.04         1.94        -2.64        -0.93        -0.16        -2.27        -1.04        -4.09        -8.72        -7.33         -6.2      3.10513
 1.64        -5.16         8.57       -11.43       -10.95        -1.79         1.47         9.09        -4.13        -5.95       -11.33        12.23        -3.85         7.17         1.97        -2.74        -1.75        -1.11        -1.85        -1.02        -4.15        -8.64        -7.02        -5.12      3.11491
 0.2        -3.68        10.05       -10.93        -9.74        -4.94        -0.32        11.58        -6.23        -2.46        -9.78        12.54        -0.94         7.81         1.98        -3.08        -2.49        -1.84        -0.91        -0.81        -3.64        -7.62         -6.1        -4.24      3.12581
 -1.36        -2.88        11.51       -10.61         -9.6        -5.51        -2.49         12.5        -9.03         0.12        -8.76        13.97         2.11        10.59         1.97        -3.23        -3.45        -2.72         -0.5        -0.87        -4.22        -8.13        -6.12        -3.11      3.12288
 -1.89        -1.52         12.8       -10.13        -7.87        -5.52        -3.33        14.79       -10.55         0.27        -8.06        14.94         3.81         13.3         1.94        -3.47        -4.24        -3.59        -0.68        -0.89        -4.37        -8.28        -6.07        -2.26       3.1262
 -4.6        -2.58         10.8       -11.98        -5.73        -3.82        -4.12        14.45        -9.03         3.45        -5.85        13.49         4.88         10.6         2.07        -3.01         -3.6        -3.41        -1.41         -0.8        -3.13        -5.76         -4.1        -1.54      3.12988
 -5        -4.21         9.77       -14.84        -4.27        -2.47         -5.9        12.02        -7.59          3.6        -5.02        13.47         5.14         7.51         2.01        -2.69        -2.03        -1.97         -1.4        -0.88        -3.03        -5.22        -3.62        -1.64      3.12668
 -7.66        -4.78         8.99       -13.47        -3.15         0.94        -6.83        10.79        -5.48         5.32        -2.43        10.56         6.12         4.11         2.08        -2.39        -2.53        -2.95        -2.55        -0.86        -2.04         -2.3        -1.62        -1.12      3.11673
 -8.16        -7.85         7.35       -11.96        -3.02         3.18        -8.24         9.58        -4.12         8.63        -1.47         8.74         8.96          1.4          2.1        -1.87        -2.18        -2.91         -3.1        -0.94        -1.07         0.57         0.33        -0.35      3.10975
 -10.56        -8.16         5.87        -11.1         0.11         5.85        -11.5         7.37        -2.45         11.5         0.81         7.62         9.44        -0.01         2.09        -1.51        -2.04        -3.25        -3.83        -0.99        -0.22         3.33         2.22         0.45      3.10947
 -13.77        -10.2         5.43        -9.54          0.9         6.24       -14.38         6.33        -2.04        14.58         3.11         5.53        12.34        -0.38         2.05        -1.07        -2.21        -3.61         -3.8        -1.05         0.46         5.37         3.95         1.84      3.12935
 -13.95       -11.71         2.01        -6.17         2.89         9.32        -12.6         6.13        -1.73        14.34         3.34         5.31        12.66        -0.78         2.22        -0.55        -2.54        -4.46        -5.44        -0.88         0.68         5.63         4.03         1.72      3.14041
 -13.38       -13.32        -0.28        -5.28         3.23         8.64       -12.16          6.4        -1.85        14.38         0.48          3.2        14.95          0.2         2.09        -0.09        -1.38        -3.35        -5.45        -0.95         0.61         5.05         3.62         1.75      3.15251
 -11.46       -14.75        -3.18        -2.51         4.31         7.25       -11.56         9.52        -2.71         11.3        -1.82         0.04        13.04         0.21         2.15         0.33        -1.26        -3.38         -5.7        -0.99         0.16         3.42         2.21         0.65      3.12707
 -8.31       -14.96        -5.03         0.25         5.06         6.83       -10.52        12.22        -2.82         8.36        -3.23        -1.05         10.9         1.81         2.07         0.39        -0.89        -3.02        -5.87        -0.93         0.17         2.81         1.49        -0.02      3.10068
 -6.03       -12.04        -7.76         1.97         5.64         4.46       -10.44        14.05        -6.03         6.63        -5.91         -3.3         9.82         4.44         2.04         0.37        -0.53        -2.43        -5.46        -0.93        -1.22        -1.17        -1.05        -0.78      3.09902
 -4.12       -11.31        -9.73         4.11         8.62          3.2         -7.1        13.78        -7.77         4.32        -8.29        -6.74         9.62         6.71         2.03         0.43        -0.59        -2.57        -6.19        -0.93        -2.54        -4.81        -3.48         -1.4      3.10132
 -1.53       -10.35       -12.05         4.55         9.74         2.17        -6.68        11.44       -10.05          0.9       -10.74        -8.29         8.05         7.88         1.93         0.49         0.47        -1.22        -6.02        -0.93        -4.64        -8.81        -6.31        -2.57      3.13794
 -0.97        -8.54       -13.49         6.98        12.18         0.35        -5.26        11.21       -11.65        -1.44       -13.96       -10.24         5.12        10.28         1.99         0.43        -0.15        -1.92        -6.29        -0.91        -5.79       -10.61        -8.23        -3.81      3.12458
 -1.41       -12.01        -13.6         4.56         14.4         1.34        -3.63          9.2       -10.51         -2.1       -14.08          -11         8.41         7.44         2.06         0.82         0.52        -1.47        -6.93        -0.93        -5.96       -10.73        -8.24        -3.77      3.11336
 -3.49       -13.69       -13.17         2.93        14.01         2.47        -2.25         6.96        -9.46        -2.41       -12.68       -12.62         9.67         6.41         2.07         1.09          0.8        -1.26        -7.28        -1.02        -6.08       -10.73        -8.04        -3.34      3.11859
 -6.68       -14.77       -11.85         1.45        12.34         5.78         1.09         6.56        -6.71        -4.18       -11.97       -14.92        11.31         5.55            2         1.28         0.79        -1.41        -8.02        -1.08        -5.36        -9.92        -7.18        -2.77       3.1245
 -9.35        -12.3        -9.71        -0.88        10.93         7.84         1.64         4.08        -3.25        -5.16       -10.99       -13.01        13.49         2.07         2.04         0.94         0.34        -1.93        -8.17         -1.1        -4.68        -8.98        -6.21        -2.49      3.14014
 -11.91       -10.53        -6.57        -1.65         9.91        11.33         1.66         1.94        -1.48        -5.77       -10.88       -11.32        14.97        -0.99         2.08         0.53        -1.05        -3.51        -8.57        -1.14        -4.49        -8.78        -5.95        -2.52      3.12907
 -11.94        -7.45        -4.29         -1.9         8.29        14.54         3.65         1.31         0.98        -8.36        -8.01        -9.53        14.66        -2.84         2.12        -0.11        -2.03        -4.56        -8.94        -1.08        -3.89        -7.53         -4.9        -2.22      3.11092
 -12.93        -5.76        -1.09        -2.44         5.02        13.91         5.75         0.21         3.95       -10.04        -6.75        -8.47        12.82        -3.27         2.15        -0.67        -3.23        -5.48        -8.81        -1.06        -3.19        -6.06        -4.01        -2.25      3.09438
 -9.57        -3.99        -1.78        -4.33         7.43        14.02         2.43         1.94         1.26       -10.46        -6.19        -8.34        10.19        -2.93         2.05        -0.93        -2.05        -4.28        -8.46           -1        -3.85         -7.2        -4.84         -2.8      3.09001
 -8.25        -1.89        -4.29        -6.39         7.73        14.37        -0.95         2.91          0.7       -11.86        -2.79        -7.27         8.49        -1.09         2.04        -0.83        -0.59        -2.74        -8.03        -1.01        -4.11        -6.98        -4.49        -2.31      3.11196
 -10.6         -0.1         -5.3         -7.8        -10.5         -3.8         13.7         -0.9         -8.6          3.6          1.6         -1.8          9.8           14          2.1         -0.7        -0.03          0.2        -4.53        -1.09        -5.96        -8.39        -4.41         1.78      3.11792
 -11.23        -2.58        -7.87       -10.51        -7.72        -4.15        12.96        -2.22        -9.82         2.73         3.47        -1.24        11.89        10.95         2.13        -0.06         1.55         1.74        -4.69        -1.12        -6.75        -9.18        -4.74         1.87      3.12192
 -13.3        -2.91       -11.16       -12.75        -4.29        -4.98        12.89        -5.62       -11.57        -0.09         3.75         1.49        12.98        10.74          2.1         0.58          2.9         3.06        -5.01        -1.25        -8.28       -10.91        -6.33         1.62      3.13322
 -14.34         -3.3       -11.62       -13.05        -2.46        -7.76         9.99         -6.7        -12.2        -3.26         6.13         3.72        14.02         8.73         2.19          0.7         2.88         3.02        -4.32        -1.13        -8.91       -11.43        -6.84         1.49      3.12946
 -11.31        -6.55       -12.87       -14.32          0.7        -9.62         6.51        -7.75       -14.98        -5.49          6.3         6.84         14.3         8.42         2.15         0.98         3.91         4.17        -3.69        -1.13        -9.89       -12.19        -7.96         0.89      3.12746
 -14.35        -5.62        -9.66       -13.43        -2.28        -7.43         9.27        -8.81       -14.98        -7.75         7.55          5.2        13.53        11.48         2.16         0.68         2.29         2.41        -4.45         -1.2       -10.23       -12.36        -8.31         1.15      3.11567
 -14.36        -4.55        -8.82       -11.21         -3.7        -5.44        10.54        -9.46       -13.79        -8.71          9.8         2.03         10.8        11.91         2.19         0.46         1.34         1.36        -4.98        -1.22       -10.18       -12.31        -8.16         1.34      3.12617
 -14.88        -1.44        -5.61       -10.22        -7.02        -3.68        13.96       -11.81       -13.18        -9.12        12.78         0.68         9.98         12.8         2.15        -0.18        -0.25        -0.25        -5.41        -1.35       -10.35       -12.28        -7.92         2.03      3.12889
 -14.38          1.1        -5.42        -9.97        -8.72        -0.34        13.42       -13.31       -11.67       -11.25        14.52        -2.71         6.58        14.93         2.11        -0.49        -0.37        -0.42        -5.63        -1.35       -10.33       -12.21        -7.83         2.13      3.12122
 -13.02         1.45        -4.02        -7.64        -8.84         2.14        13.34       -13.29        -8.51        -13.6        13.86        -5.81          4.1        13.24         2.08        -0.86        -1.05        -1.27        -6.03        -1.27        -9.93       -11.99        -7.67         1.42      3.09963
 -12.79         1.58        -2.21        -6.55       -11.55         4.75        11.54       -10.71        -5.16       -13.48        10.43        -6.67         2.31        12.72         2.06        -1.15        -1.77        -1.97        -5.91        -1.25        -8.89       -11.28        -7.04         0.79      3.09735
 -11.56         4.74        -1.21        -3.56       -14.56         8.16        10.95        -9.76        -1.77       -12.39         9.69        -9.36         1.31         9.72         2.12        -1.66        -3.37        -3.64        -6.13        -1.27        -7.67        -9.89        -5.69          0.5      3.10021
 -13.56         3.77         0.28        -6.02       -13.79         7.13         9.95        -12.4        -2.21       -14.48         6.46       -11.26         4.31        12.35         2.05        -1.65        -3.18        -3.32        -5.87        -1.35        -8.46       -11.07        -7.05         0.34      3.12601
 -14.26         3.07         3.76        -8.14       -12.23         6.12         9.67       -14.65        -4.84       -14.89          3.4       -12.49         5.98        13.03         2.12        -1.92        -4.04        -4.23        -5.89        -1.39        -9.48       -12.04        -8.56        -0.63      3.12572
 -13.42         2.39         6.19       -11.61       -10.79         3.68         7.69       -12.29        -5.67       -14.17         2.31       -14.24         8.48        14.34         2.16        -2.22         -3.8        -3.83         -5.1        -1.25        -9.29       -12.06        -8.57        -0.23      3.15112
 -12.5         0.72         6.91       -12.81        -7.49         1.32         7.16        -8.94        -6.35       -12.52         1.45       -14.76         8.52        11.95         2.07        -2.17        -3.47        -3.53        -4.94        -1.28        -8.92       -11.82        -8.27        -0.53      3.14123
 -9.92        -0.43         7.34       -13.83        -4.64         0.63         5.21        -7.34        -6.87       -11.73         0.85       -14.49        11.56         8.76         2.02         -2.3        -2.64         -2.7         -4.6         -1.2        -8.74        -11.8        -8.14        -0.59      3.12466
 -6.61         -0.5         7.99       -13.12        -4.36        -1.14         3.72        -5.12        -7.25       -10.46         -0.8       -13.11        14.93         5.63         2.08        -2.57        -2.94        -2.92        -3.95        -1.11        -8.36       -11.64        -7.93        -0.86      3.09897
 -3.32        -2.49        11.05        -10.4        -1.59         -3.2         2.15        -3.01        -7.92        -8.28        -1.17         -9.7        11.87          4.1         1.96        -3.01        -3.96        -3.95        -3.64        -1.19        -8.03       -11.35         -7.7        -1.47      3.09417
 -4.59         -0.3         8.02        -8.33        -1.22        -0.89        -1.02        -3.27        -5.23        -6.31         1.58        -6.63        12.45         4.33         2.01        -2.77         -4.1        -4.35        -3.81        -1.24           -7       -10.09           -6        -0.08      3.08605
 -4.6         1.64         5.59        -8.13         1.97        -0.14        -3.95        -4.56         -3.1        -3.97         1.84        -4.21        14.37         5.11         1.95        -2.66        -3.42        -3.86        -3.84        -1.25        -6.07        -8.63        -4.47         0.95      3.10859
 -6.77         2.21         4.89        -6.91         2.23         0.59        -4.24        -5.78        -1.71        -1.72         2.97        -1.74        14.12         8.32         2.05        -2.54        -3.95        -4.66        -4.22        -1.21        -5.28        -7.08        -3.16         2.03      3.12799
 -7.6         2.46         3.43        -5.46         4.71         3.44        -5.75        -8.45        -1.26        -1.31         3.39         0.24         13.6        10.09          2.1         -2.4        -4.04        -5.16        -5.07        -1.13        -5.52        -7.39        -3.36         2.29      3.13644
 -8.98         4.96         2.85        -3.77          7.6         4.49        -7.86       -11.22         1.12         0.15         5.96         1.66        10.86        11.55         2.03         -2.5        -4.58        -5.84        -5.43        -1.23         -4.8        -5.16        -1.68         3.01      3.12451
 -12.17         8.07         2.38        -2.89         8.78          6.8        -8.93       -12.04         1.64         2.49         8.58         4.55         8.67        12.13         2.12        -2.58        -5.39        -6.88        -6.02        -1.21        -4.26        -3.14        -0.39         3.43      3.10675
 -13.66         9.24          1.6        -0.63        10.55         8.63       -11.18       -13.25          4.3         4.07         9.79         4.82         7.52        13.12         2.14        -2.48        -6.15        -7.73        -6.46        -1.37        -3.13            0         1.47         4.06      3.10671
 -11.41         8.49        -0.61        -3.11        12.62         6.52        -8.21        -14.4         5.33         3.48        10.67         5.89          8.9        14.14         2.13        -2.25        -4.46        -6.38        -6.49        -1.27        -2.95          0.7         1.99         4.53      3.09839
 -9.84         7.76        -2.98        -6.32        14.12         5.66        -5.97       -12.03         6.16         2.27        12.89         8.22         11.8        12.41         2.13        -1.91        -2.37        -4.53        -6.54         -1.2        -2.24         2.78         3.49         5.19      3.09686
 -7.28         5.91        -5.78        -7.41        12.01          2.6        -5.19        -9.91         8.27         -0.4        14.38         9.67        14.46         9.94         2.12        -1.47        -0.52        -2.42        -5.67        -1.25        -1.33          4.9         4.96         5.74      3.09678
 -5.56         5.26        -6.03        -7.76        11.05        -0.02        -4.63        -6.62         9.34        -3.46        14.38        10.12        13.76         8.11         1.98        -1.46         0.66        -0.91        -4.93         -1.2        -0.55         6.08         5.54         5.44      3.11816
 -11.5          5.7         -6.4         -4.7         -7.6            9         -8.2         11.1         13.2          8.3           -2          2.7         13.6         -4.7         2.12         -1.1        -0.31        -1.28        -3.87        -0.95          6.8        11.56         8.52         2.12      3.11302
 -12.19         6.59        -4.45        -1.77        -6.66        12.28        -6.12         13.8        11.97        10.65        -4.69         2.87         14.5        -7.35         2.08        -1.41        -1.74         -3.1        -5.12        -0.92         7.18        11.64         8.42         1.25      3.11025
 -13.52         7.25        -3.38         -1.3        -6.32        12.85        -5.66        14.65         9.82        12.42        -4.89         6.29         13.3        -8.49         2.16        -1.55        -2.74        -4.18        -5.48        -0.88         6.87        11.31         7.95         0.64      3.12489
 -13.92         6.28        -3.11        -3.02        -5.05        12.79        -8.87        14.24        11.49        10.94        -6.26         8.74          9.8       -11.88         2.15         -1.5        -2.25        -3.75        -5.12        -0.84         7.14        11.48         7.79        -0.96      3.11465
 -12.83         5.03        -2.07        -3.85        -3.41         10.5       -12.33        11.04        14.22        10.67        -7.44        11.09         7.63       -14.79         2.07        -1.59        -1.86        -3.26        -4.22        -0.87         7.46        11.77         7.92        -2.05      3.11006
 -11.68         3.79        -1.82        -5.36        -1.28        10.29       -14.28         8.57        12.58         7.91        -9.12         11.4         4.34       -12.27         2.05         -1.5        -1.55        -3.09        -4.16        -0.93         6.15        10.42         6.02        -3.12      3.10905
 -8.97         1.15        -1.64        -5.74         1.06         9.99       -13.26         7.31        11.21         5.01       -11.72        13.52         2.73       -10.55         2.16        -1.48         -1.6        -3.26        -4.61        -0.83         4.98         8.62         3.83        -4.28      3.09792
 -6.59        -0.15         0.27        -7.45         4.54         7.59       -12.69         6.35         7.78         2.15       -13.17        13.45         1.92        -7.67         2.06        -1.73         -1.4        -3.08        -4.56        -0.95         2.67          4.8         0.79        -4.92      3.11414
 -5.16        -3.58         1.23        -7.58         7.67         6.44        -9.85         6.25         5.38        -0.72       -13.35        13.13        -0.27        -5.08         2.07        -1.57        -1.55        -3.37        -5.34        -1.07         0.81         1.08        -1.55        -5.25      3.12318
 -4.37        -5.55         2.72        -9.54        10.29         4.59        -9.65         2.83         2.54        -1.47        -14.9         12.3        -0.45        -4.14         2.02        -1.61        -1.24        -2.93        -5.24        -1.06        -1.35        -4.05        -4.39        -5.81      3.13237
 -3.56        -2.14         4.36       -12.29        12.48         4.11        -13.1          0.3         0.68        -3.64       -14.88        13.82        -1.55        -4.78         2.01        -2.11        -1.28        -2.75        -4.61        -1.12         -3.2        -7.52        -6.39        -6.43      3.12609
 -3.4         0.75         5.55       -14.02        14.52         0.73       -14.38        -1.23        -0.15        -3.88       -13.77        13.25        -3.22        -6.85         1.95        -2.56        -1.33        -2.51        -3.71        -1.11        -3.93        -8.33         -6.9        -6.89      3.11774
 -3.19         1.94         7.72       -13.36         12.6         0.29       -11.58        -2.67        -1.17        -5.96       -11.22        12.61        -4.54       -10.24         2.05        -2.96        -2.67        -3.73        -3.74         -1.1        -4.99        -9.48        -7.64        -7.33        3.112
 -0.37         2.95        10.28       -12.26        10.24        -1.47       -11.05        -4.88        -2.83        -6.47        -7.86        10.05        -7.36        -12.5            2        -3.55        -3.54        -4.16        -2.82        -1.12        -6.07       -10.26        -8.13        -7.69      3.09878
 3.08         6.44         11.5        -12.2          9.7         -4.3        -8.39        -8.27        -5.42        -9.74        -7.04         8.16       -10.72        -14.8         1.94        -4.09        -3.83        -3.95        -2.03        -1.22        -8.08       -11.81        -9.72        -8.74      3.12573
 6         6.92        14.41       -10.04         8.22        -5.41        -7.01        -10.8        -5.79       -10.79        -5.66         6.94       -13.09       -12.21         1.88        -4.66        -5.05        -4.88        -1.52        -1.32        -8.75       -12.06        -9.99         -8.7      3.12464
 9.35         8.93        14.77        -6.61         6.42        -7.49        -4.51       -13.72         -7.6       -12.25        -3.88         5.58       -14.68       -12.06         1.85        -5.04        -5.66        -5.23        -0.89        -1.31        -9.57       -12.44       -10.43        -8.91      3.14051
 9.66         5.51        14.32        -6.37         4.71       -10.29        -2.03       -14.96       -10.96       -10.82         -3.8         8.15       -14.31       -11.81         1.87        -4.68        -5.33        -4.94         -0.6        -1.38       -10.33       -12.62       -10.76        -9.21      3.12189
 11.29         2.88        13.49        -4.28         1.73        -13.7          0.7       -13.99          -11        -9.04         -2.6         8.34       -12.41        -9.43         1.84        -4.51        -5.15        -4.48         -0.1        -1.36       -10.13       -12.57       -10.54         -8.6       3.1123
 12.65         1.73         10.8        -2.89         1.15       -13.67         1.04       -13.55       -11.39        -8.92        -0.32        10.57       -10.41        -7.15         1.74        -4.28        -4.36        -3.65        -0.27        -1.33       -10.11       -12.54       -10.31         -7.9      3.10413
 13.96         1.32          9.8        -0.02        -0.63       -10.73         4.32       -13.09        -12.2        -5.97         2.56        10.92         -9.2        -3.83         1.83        -4.23        -4.88        -4.29        -1.38        -1.28        -9.97       -12.36        -9.79        -6.64      3.09933
 14.8        -1.91         6.59         3.39        -3.97        -7.68         4.63       -10.57        -14.8        -5.57         5.15        14.05        -7.45        -2.09          1.7        -3.63        -4.25        -3.76        -2.02        -1.33       -10.24       -12.44        -9.68         -5.8      3.10199
 14.98        -4.09         4.09         6.36        -5.66        -5.91         6.53       -10.46        -14.5        -4.62         7.24        13.33        -6.94        -0.04         1.74        -3.23        -4.23        -3.82        -2.84        -1.35       -10.16       -12.27        -9.23        -4.79      3.12352
 13.68        -6.37         2.61         7.08         -8.6         -2.6          6.7        -8.56        -13.9        -1.99         8.07        13.29        -5.22         0.56         1.84        -2.79        -4.12        -3.79        -3.51         -1.3         -9.6       -11.87        -8.46        -3.72       3.1369
 12.87        -4.25         2.56         5.75       -10.17        -5.74         8.75        -5.13       -13.17        -3.05         9.11        14.64        -5.06         1.19         1.81         -2.9        -3.77        -3.17        -2.85        -1.27        -9.11       -11.49        -7.86        -3.14      3.14238
 9.85        -2.04         0.73         2.27        -11.4         -5.8         9.79        -4.11       -11.37        -3.78         9.32        11.88        -3.68          1.8         1.86        -2.65         -2.8        -2.11        -2.79        -1.26        -8.64       -10.92         -7.1        -2.52      3.12988
 7.67        -1.13        -0.77         1.94        -12.8        -8.15        10.22        -2.15        -8.95        -6.17        12.61        10.85        -3.08          3.8         1.86        -2.45        -2.58        -1.82        -2.18        -1.09        -7.83        -9.81        -5.69        -1.13      3.13146
 7.61        -0.65        -4.17         0.77       -14.28        -9.46        11.74         0.11        -6.65        -8.47        13.78         10.7        -1.33         7.24         1.94        -2.09        -0.71         0.37        -1.64        -0.97        -6.94        -8.31        -4.17         0.32      3.11987
 5.69         2.22        -5.15        -1.25       -11.79        -12.7        14.77            1        -4.03       -10.73        13.65         7.42         0.85         10.4         1.87        -2.02         -0.1          1.1        -1.66        -1.13        -6.34        -7.22        -3.11         1.65      3.13267
 2.74         5.34        -5.76        -3.36       -10.84       -13.41         12.8         1.95        -1.44       -12.46        11.01          5.5         2.35        12.37         2.01        -2.09        -0.04         1.03         -1.2         -0.9        -5.23        -5.93        -2.57         1.68        3.118
